date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
20:03:26	3030/3030	---M--	200	added ('OK')	image/png	etag:%22bd6-5c68708e881bd%22	https://templates.iqonic.design/vizion/chatbot/images/logo.png	C:/Users/varun/Documents/Website%20Cloner/My%20AI%20Website%202/templates.iqonic.design/vizion/chatbot/images/logo.png	(from https://templates.iqonic.design/vizion/chatbot/index.html)
20:03:26	4233/4233	---M--	200	added ('OK')	image/png	etag:%221089-5c68708e881bd%22	https://templates.iqonic.design/vizion/chatbot/images/logo-stiky.png	C:/Users/varun/Documents/Website%20Cloner/My%20AI%20Website%202/templates.iqonic.design/vizion/chatbot/images/logo-stiky.png	(from https://templates.iqonic.design/vizion/chatbot/index.html)
20:03:26	31331/31331	---M-Z	200	added ('OK')	text/html	etag:%227a63-60d689fa7de47-gzip%22	https://templates.iqonic.design/vizion/chatbot/about-us.html	C:/Users/varun/Documents/Website%20Cloner/My%20AI%20Website%202/templates.iqonic.design/vizion/chatbot/about-us.html	(from https://templates.iqonic.design/vizion/chatbot/index.html)
20:03:27	19591/19591	---M-Z	200	added ('OK')	text/html	etag:%224c87-60d689fa7de47-gzip%22	https://templates.iqonic.design/vizion/chatbot/features.html	C:/Users/varun/Documents/Website%20Cloner/My%20AI%20Website%202/templates.iqonic.design/vizion/chatbot/features.html	(from https://templates.iqonic.design/vizion/chatbot/index.html)
20:03:27	20044/20044	---M-Z	200	added ('OK')	text/html	etag:%224e4c-60d689fa7de47-gzip%22	https://templates.iqonic.design/vizion/chatbot/contact-us.html	C:/Users/varun/Documents/Website%20Cloner/My%20AI%20Website%202/templates.iqonic.design/vizion/chatbot/contact-us.html	(from https://templates.iqonic.design/vizion/chatbot/index.html)
20:03:27	33295/33295	---M-Z	200	added ('OK')	text/html	etag:%22820f-60d689fa7ede8-gzip%22	https://templates.iqonic.design/vizion/chatbot/pricing.html	C:/Users/varun/Documents/Website%20Cloner/My%20AI%20Website%202/templates.iqonic.design/vizion/chatbot/pricing.html	(from https://templates.iqonic.design/vizion/chatbot/index.html)
20:03:27	23807/23807	---M-Z	200	added ('OK')	text/html	etag:%225cff-60d689fa7de47-gzip%22	https://templates.iqonic.design/vizion/chatbot/blog.html	C:/Users/varun/Documents/Website%20Cloner/My%20AI%20Website%202/templates.iqonic.design/vizion/chatbot/blog.html	(from https://templates.iqonic.design/vizion/chatbot/index.html)
20:03:27	34755/34755	---M-Z	200	added ('OK')	text/html	etag:%2287c3-60d689fa7de47-gzip%22	https://templates.iqonic.design/vizion/chatbot/blog-detail.html	C:/Users/varun/Documents/Website%20Cloner/My%20AI%20Website%202/templates.iqonic.design/vizion/chatbot/blog-detail.html	(from https://templates.iqonic.design/vizion/chatbot/index.html)
20:03:28	18930/18930	---M-Z	200	added ('OK')	text/html	etag:%2249f2-60d689fa7de47-gzip%22	https://templates.iqonic.design/vizion/chatbot/feedback.html	C:/Users/varun/Documents/Website%20Cloner/My%20AI%20Website%202/templates.iqonic.design/vizion/chatbot/feedback.html	(from https://templates.iqonic.design/vizion/chatbot/index.html)
20:03:28	2367/2367	---M-Z	200	added ('OK')	text/html	etag:%2293f-5c68708e7493c-gzip%22	https://templates.iqonic.design/vizion/chatbot/404-error.html	C:/Users/varun/Documents/Website%20Cloner/My%20AI%20Website%202/templates.iqonic.design/vizion/chatbot/404-error.html	(from https://templates.iqonic.design/vizion/chatbot/index.html)
20:03:28	4085/4085	---M-Z	200	added ('OK')	text/html	etag:%22ff5-5c815167b3411-gzip%22	https://templates.iqonic.design/vizion/chatbot/comingsoon.html	C:/Users/varun/Documents/Website%20Cloner/My%20AI%20Website%202/templates.iqonic.design/vizion/chatbot/comingsoon.html	(from https://templates.iqonic.design/vizion/chatbot/index.html)
20:03:28	19368/19368	---M-Z	200	added ('OK')	text/html	etag:%224ba8-60d689fa7ede8-gzip%22	https://templates.iqonic.design/vizion/chatbot/support.html	C:/Users/varun/Documents/Website%20Cloner/My%20AI%20Website%202/templates.iqonic.design/vizion/chatbot/support.html	(from https://templates.iqonic.design/vizion/chatbot/index.html)
20:03:29	20108/20108	---M-Z	200	added ('OK')	text/html	etag:%224e8c-60d689fa7ede8-gzip%22	https://templates.iqonic.design/vizion/chatbot/privacy-policy.html	C:/Users/varun/Documents/Website%20Cloner/My%20AI%20Website%202/templates.iqonic.design/vizion/chatbot/privacy-policy.html	(from https://templates.iqonic.design/vizion/chatbot/index.html)
20:03:29	18141/18141	---M-Z	200	added ('OK')	text/html	etag:%2246dd-60d689fa7ede8-gzip%22	https://templates.iqonic.design/vizion/chatbot/login.html	C:/Users/varun/Documents/Website%20Cloner/My%20AI%20Website%202/templates.iqonic.design/vizion/chatbot/login.html	(from https://templates.iqonic.design/vizion/chatbot/index.html)
20:03:29	17904/17904	---M-Z	200	added ('OK')	text/html	etag:%2245f0-60d689fa7ede8-gzip%22	https://templates.iqonic.design/vizion/chatbot/register.html	C:/Users/varun/Documents/Website%20Cloner/My%20AI%20Website%202/templates.iqonic.design/vizion/chatbot/register.html	(from https://templates.iqonic.design/vizion/chatbot/index.html)
20:03:29	55282/55282	---M--	200	added ('OK')	image/png	etag:%22d7f2-5c68708e852dd%22	https://templates.iqonic.design/vizion/chatbot/images/banner/banner-img.png	C:/Users/varun/Documents/Website%20Cloner/My%20AI%20Website%202/templates.iqonic.design/vizion/chatbot/images/banner/banner-img.png	(from https://templates.iqonic.design/vizion/chatbot/index.html)
20:03:30	2727/2727	---M--	200	added ('OK')	image/png	etag:%22aa7-5c68708e852dd%22	https://templates.iqonic.design/vizion/chatbot/images/banner/banner-after.png	C:/Users/varun/Documents/Website%20Cloner/My%20AI%20Website%202/templates.iqonic.design/vizion/chatbot/images/banner/banner-after.png	(from https://templates.iqonic.design/vizion/chatbot/index.html)
20:03:30	2583/2583	---M--	200	added ('OK')	image/png	etag:%22a17-5c68708e8c03d%22	https://templates.iqonic.design/vizion/chatbot/images/works/work-bg.png	C:/Users/varun/Documents/Website%20Cloner/My%20AI%20Website%202/templates.iqonic.design/vizion/chatbot/images/works/work-bg.png	(from https://templates.iqonic.design/vizion/chatbot/index.html)
20:03:30	844892/844892	---M--	200	added ('OK')	image/gif	etag:%22ce45c-5c68708e8c03d%22	https://templates.iqonic.design/vizion/chatbot/images/works/01.gif	C:/Users/varun/Documents/Website%20Cloner/My%20AI%20Website%202/templates.iqonic.design/vizion/chatbot/images/works/01.gif	(from https://templates.iqonic.design/vizion/chatbot/index.html)
20:03:31	21501/21501	---M--	200	added ('OK')	image/png	etag:%2253fd-5c68708e8c03d%22	https://templates.iqonic.design/vizion/chatbot/images/works/works-img1.png	C:/Users/varun/Documents/Website%20Cloner/My%20AI%20Website%202/templates.iqonic.design/vizion/chatbot/images/works/works-img1.png	(from https://templates.iqonic.design/vizion/chatbot/index.html)
20:03:31	32525/32525	---M--	200	added ('OK')	image/gif	etag:%227f0d-5c68708e8c03d%22	https://templates.iqonic.design/vizion/chatbot/images/works/02.gif	C:/Users/varun/Documents/Website%20Cloner/My%20AI%20Website%202/templates.iqonic.design/vizion/chatbot/images/works/02.gif	(from https://templates.iqonic.design/vizion/chatbot/index.html)
20:03:31	52635/52635	---M--	200	added ('OK')	image/gif	etag:%22cd9b-5c68708e852dd%22	https://templates.iqonic.design/vizion/chatbot/images/about/about-img.gif	C:/Users/varun/Documents/Website%20Cloner/My%20AI%20Website%202/templates.iqonic.design/vizion/chatbot/images/about/about-img.gif	(from https://templates.iqonic.design/vizion/chatbot/index.html)
20:03:31	32032/32032	---M--	200	added ('OK')	image/jpeg	etag:%227d20-5c68708e8627d%22	https://templates.iqonic.design/vizion/chatbot/images/blog/blog-img1.jpg	C:/Users/varun/Documents/Website%20Cloner/My%20AI%20Website%202/templates.iqonic.design/vizion/chatbot/images/blog/blog-img1.jpg	(from https://templates.iqonic.design/vizion/chatbot/index.html)
20:03:31	39635/39635	---M--	200	added ('OK')	image/jpeg	etag:%229ad3-5c68708e8627d%22	https://templates.iqonic.design/vizion/chatbot/images/blog/blog-img2.jpg	C:/Users/varun/Documents/Website%20Cloner/My%20AI%20Website%202/templates.iqonic.design/vizion/chatbot/images/blog/blog-img2.jpg	(from https://templates.iqonic.design/vizion/chatbot/index.html)
20:03:32	4473/4473	---M--	200	added ('OK')	image/png	etag:%221179-5c68708e881bd%22	https://templates.iqonic.design/vizion/chatbot/images/clients/clients-img1.png	C:/Users/varun/Documents/Website%20Cloner/My%20AI%20Website%202/templates.iqonic.design/vizion/chatbot/images/clients/clients-img1.png	(from https://templates.iqonic.design/vizion/chatbot/index.html)
20:03:32	1942/1942	---M--	200	added ('OK')	image/png	etag:%22796-5c68708e881bd%22	https://templates.iqonic.design/vizion/chatbot/images/clients/clients-img2.png	C:/Users/varun/Documents/Website%20Cloner/My%20AI%20Website%202/templates.iqonic.design/vizion/chatbot/images/clients/clients-img2.png	(from https://templates.iqonic.design/vizion/chatbot/index.html)
20:03:32	6761/6761	---M--	200	added ('OK')	image/png	etag:%221a69-5c68708e881bd%22	https://templates.iqonic.design/vizion/chatbot/images/clients/clients-img3.png	C:/Users/varun/Documents/Website%20Cloner/My%20AI%20Website%202/templates.iqonic.design/vizion/chatbot/images/clients/clients-img3.png	(from https://templates.iqonic.design/vizion/chatbot/index.html)
20:03:32	4353/4353	---M--	200	added ('OK')	image/png	etag:%221101-5c68708e881bd%22	https://templates.iqonic.design/vizion/chatbot/images/clients/clients-img4.png	C:/Users/varun/Documents/Website%20Cloner/My%20AI%20Website%202/templates.iqonic.design/vizion/chatbot/images/clients/clients-img4.png	(from https://templates.iqonic.design/vizion/chatbot/index.html)
20:03:33	8461/8461	---M--	200	added ('OK')	image/png	etag:%22210d-5c68708e881bd%22	https://templates.iqonic.design/vizion/chatbot/images/clients/clients-img5.png	C:/Users/varun/Documents/Website%20Cloner/My%20AI%20Website%202/templates.iqonic.design/vizion/chatbot/images/clients/clients-img5.png	(from https://templates.iqonic.design/vizion/chatbot/index.html)
20:03:33	2898/2898	---M--	200	added ('OK')	image/png	etag:%22b52-5c68708e881bd%22	https://templates.iqonic.design/vizion/chatbot/images/clients/clients-img6.png	C:/Users/varun/Documents/Website%20Cloner/My%20AI%20Website%202/templates.iqonic.design/vizion/chatbot/images/clients/clients-img6.png	(from https://templates.iqonic.design/vizion/chatbot/index.html)
20:03:33	286/286	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2008%20Jul%202024%2003:03:33%20GMT	https://templates.iqonic.design/vizion/chatbot/+0123456789	C:/Users/varun/Documents/Website%20Cloner/My%20AI%20Website%202/templates.iqonic.design/vizion/chatbot/+0123456789	(from https://templates.iqonic.design/vizion/chatbot/index.html)
20:03:33	84344/84344	---M-Z	200	added ('OK')	application/javascript	etag:%2214978-5c68708e8cfdd-gzip%22	https://templates.iqonic.design/vizion/chatbot/js/jquery-3.3.1.min.js	C:/Users/varun/Documents/Website%20Cloner/My%20AI%20Website%202/templates.iqonic.design/vizion/chatbot/js/jquery-3.3.1.min.js	(from https://templates.iqonic.design/vizion/chatbot/index.html)
20:03:34	20337/20337	---M-Z	200	added ('OK')	application/javascript	etag:%224f71-5c68708e8cfdd-gzip%22	https://templates.iqonic.design/vizion/chatbot/js/popper.min.js	C:/Users/varun/Documents/Website%20Cloner/My%20AI%20Website%202/templates.iqonic.design/vizion/chatbot/js/popper.min.js	(from https://templates.iqonic.design/vizion/chatbot/index.html)
20:03:34	51039/51039	---M-Z	200	added ('OK')	application/javascript	etag:%22c75f-5c68708e8c03d-gzip%22	https://templates.iqonic.design/vizion/chatbot/js/bootstrap.min.js	C:/Users/varun/Documents/Website%20Cloner/My%20AI%20Website%202/templates.iqonic.design/vizion/chatbot/js/bootstrap.min.js	(from https://templates.iqonic.design/vizion/chatbot/index.html)
20:03:34	44342/44342	---M-Z	200	added ('OK')	application/javascript	etag:%22ad36-5c68708e8cfdd-gzip%22	https://templates.iqonic.design/vizion/chatbot/js/owl.carousel.min.js	C:/Users/varun/Documents/Website%20Cloner/My%20AI%20Website%202/templates.iqonic.design/vizion/chatbot/js/owl.carousel.min.js	(from https://templates.iqonic.design/vizion/chatbot/index.html)
20:03:34	8155/8155	---M-Z	200	added ('OK')	application/javascript	etag:%221fdb-5c68708e8cfdd-gzip%22	https://templates.iqonic.design/vizion/chatbot/js/wow.min.js	C:/Users/varun/Documents/Website%20Cloner/My%20AI%20Website%202/templates.iqonic.design/vizion/chatbot/js/wow.min.js	(from https://templates.iqonic.design/vizion/chatbot/index.html)
20:03:35	87906/87906	---M-Z	200	added ('OK')	application/javascript	etag:%2215762-5c68708e8c03d-gzip%22	https://templates.iqonic.design/vizion/chatbot/js/app.min.js	C:/Users/varun/Documents/Website%20Cloner/My%20AI%20Website%202/templates.iqonic.design/vizion/chatbot/js/app.min.js	(from https://templates.iqonic.design/vizion/chatbot/index.html)
20:03:35	1657/1657	---M-Z	200	added ('OK')	application/javascript	etag:%22679-5c68708e8c03d-gzip%22	https://templates.iqonic.design/vizion/chatbot/js/circle.js	C:/Users/varun/Documents/Website%20Cloner/My%20AI%20Website%202/templates.iqonic.design/vizion/chatbot/js/circle.js	(from https://templates.iqonic.design/vizion/chatbot/index.html)
20:03:35	3076/3076	---M-Z	200	added ('OK')	application/javascript	etag:%22c04-5c68708e8c03d-gzip%22	https://templates.iqonic.design/vizion/chatbot/js/chatbot.js	C:/Users/varun/Documents/Website%20Cloner/My%20AI%20Website%202/templates.iqonic.design/vizion/chatbot/js/chatbot.js	(from https://templates.iqonic.design/vizion/chatbot/index.html)
20:03:36	298744/298744	---MCZ	200	added ('OK')	application/javascript	etag:%2248ef8-5c68708e8cfdd-gzip%22	https://templates.iqonic.design/vizion/chatbot/js/main.js	C:/Users/varun/Documents/Website%20Cloner/My%20AI%20Website%202/templates.iqonic.design/vizion/chatbot/js/main.js	(from https://templates.iqonic.design/vizion/chatbot/index.html)
20:03:36	10859/10859	---M-Z	200	added ('OK')	application/javascript	etag:%222a6b-60d689fa7ede8-gzip%22	https://templates.iqonic.design/vizion/chatbot/js/custom.js	C:/Users/varun/Documents/Website%20Cloner/My%20AI%20Website%202/templates.iqonic.design/vizion/chatbot/js/custom.js	(from https://templates.iqonic.design/vizion/chatbot/index.html)
20:03:36	60580/60580	---M-Z	200	added ('OK')	text/css	etag:%22eca4-5c68708e7687c-gzip%22	https://templates.iqonic.design/vizion/chatbot/css/fontawesome-all.min.css	C:/Users/varun/Documents/Website%20Cloner/My%20AI%20Website%202/templates.iqonic.design/vizion/chatbot/css/fontawesome-all.min.css	(from https://templates.iqonic.design/vizion/chatbot/css/typography.css)
20:03:37	4614/4614	---M-Z	200	added ('OK')	text/css	etag:%221206-5c68708e7687c-gzip%22	https://templates.iqonic.design/vizion/chatbot/css/owl.carousel.css	C:/Users/varun/Documents/Website%20Cloner/My%20AI%20Website%202/templates.iqonic.design/vizion/chatbot/css/owl.carousel.css	(from https://templates.iqonic.design/vizion/chatbot/css/typography.css)
20:03:37	51284/51284	---M-Z	200	added ('OK')	text/css	etag:%22c854-5c68708e7687c-gzip%22	https://templates.iqonic.design/vizion/chatbot/css/ionicons.min.css	C:/Users/varun/Documents/Website%20Cloner/My%20AI%20Website%202/templates.iqonic.design/vizion/chatbot/css/ionicons.min.css	(from https://templates.iqonic.design/vizion/chatbot/css/typography.css)
20:03:37	1068/1068	---M--	200	added ('OK')	image/png	etag:%2242c-5c68708e8c03d%22	https://templates.iqonic.design/vizion/chatbot/images/works/works-arrow1.png	C:/Users/varun/Documents/Website%20Cloner/My%20AI%20Website%202/templates.iqonic.design/vizion/chatbot/images/works/works-arrow1.png	(from https://templates.iqonic.design/vizion/chatbot/css/style.css)
20:03:38	1052/1052	---M--	200	added ('OK')	image/png	etag:%2241c-5c68708e8c03d%22	https://templates.iqonic.design/vizion/chatbot/images/works/works-arrow2.png	C:/Users/varun/Documents/Website%20Cloner/My%20AI%20Website%202/templates.iqonic.design/vizion/chatbot/images/works/works-arrow2.png	(from https://templates.iqonic.design/vizion/chatbot/css/style.css)
20:03:38	286/286	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2008%20Jul%202024%2003:03:38%20GMT	https://templates.iqonic.design/vizion/chatbot/images/bg/01.png	C:/Users/varun/Documents/Website%20Cloner/My%20AI%20Website%202/templates.iqonic.design/vizion/chatbot/images/bg/01.png	(from https://templates.iqonic.design/vizion/chatbot/css/style.css)
20:03:38	6218/6218	---M--	200	added ('OK')	image/jpeg	etag:%22184a-5c68708e881bd%22	https://templates.iqonic.design/vizion/chatbot/images/team/team-1.jpg	C:/Users/varun/Documents/Website%20Cloner/My%20AI%20Website%202/templates.iqonic.design/vizion/chatbot/images/team/team-1.jpg	(from https://templates.iqonic.design/vizion/chatbot/about-us.html)
20:03:39	8842/8842	---M--	200	added ('OK')	image/jpeg	etag:%22228a-5c68708e881bd%22	https://templates.iqonic.design/vizion/chatbot/images/team/team-1hover.jpg	C:/Users/varun/Documents/Website%20Cloner/My%20AI%20Website%202/templates.iqonic.design/vizion/chatbot/images/team/team-1hover.jpg	(from https://templates.iqonic.design/vizion/chatbot/about-us.html)
20:03:39	7486/7486	---M--	200	added ('OK')	image/jpeg	etag:%221d3e-5c68708e881bd%22	https://templates.iqonic.design/vizion/chatbot/images/team/team-2.jpg	C:/Users/varun/Documents/Website%20Cloner/My%20AI%20Website%202/templates.iqonic.design/vizion/chatbot/images/team/team-2.jpg	(from https://templates.iqonic.design/vizion/chatbot/about-us.html)
20:03:39	11588/11588	---M--	200	added ('OK')	image/jpeg	etag:%222d44-5c68708e881bd%22	https://templates.iqonic.design/vizion/chatbot/images/team/team-2hover.jpg	C:/Users/varun/Documents/Website%20Cloner/My%20AI%20Website%202/templates.iqonic.design/vizion/chatbot/images/team/team-2hover.jpg	(from https://templates.iqonic.design/vizion/chatbot/about-us.html)
20:03:39	10904/10904	---M--	200	added ('OK')	image/jpeg	etag:%222a98-5c68708e881bd%22	https://templates.iqonic.design/vizion/chatbot/images/team/team-3.jpg	C:/Users/varun/Documents/Website%20Cloner/My%20AI%20Website%202/templates.iqonic.design/vizion/chatbot/images/team/team-3.jpg	(from https://templates.iqonic.design/vizion/chatbot/about-us.html)
20:03:40	14443/14443	---M--	200	added ('OK')	image/jpeg	etag:%22386b-5c68708e881bd%22	https://templates.iqonic.design/vizion/chatbot/images/team/team-3hover.jpg	C:/Users/varun/Documents/Website%20Cloner/My%20AI%20Website%202/templates.iqonic.design/vizion/chatbot/images/team/team-3hover.jpg	(from https://templates.iqonic.design/vizion/chatbot/about-us.html)
20:03:40	7745/7745	---M--	200	added ('OK')	image/jpeg	etag:%221e41-5c68708e881bd%22	https://templates.iqonic.design/vizion/chatbot/images/team/team-4.jpg	C:/Users/varun/Documents/Website%20Cloner/My%20AI%20Website%202/templates.iqonic.design/vizion/chatbot/images/team/team-4.jpg	(from https://templates.iqonic.design/vizion/chatbot/about-us.html)
20:03:40	8911/8911	---M--	200	added ('OK')	image/jpeg	etag:%2222cf-5c68708e881bd%22	https://templates.iqonic.design/vizion/chatbot/images/team/team-4hover.jpg	C:/Users/varun/Documents/Website%20Cloner/My%20AI%20Website%202/templates.iqonic.design/vizion/chatbot/images/team/team-4hover.jpg	(from https://templates.iqonic.design/vizion/chatbot/about-us.html)
20:03:40	13548/13548	---M--	200	added ('OK')	image/png	etag:%2234ec-5c68708e8c03d%22	https://templates.iqonic.design/vizion/chatbot/images/works/screen-1.png	C:/Users/varun/Documents/Website%20Cloner/My%20AI%20Website%202/templates.iqonic.design/vizion/chatbot/images/works/screen-1.png	(from https://templates.iqonic.design/vizion/chatbot/features.html)
20:03:41	870/870	---MC-	200	added ('OK')	text/javascript	date:Mon,%2008%20Jul%202024%2003:03:41%20GMT	https://www.google.com/recaptcha/api.js	C:/Users/varun/Documents/Website%20Cloner/My%20AI%20Website%202/www.google.com/recaptcha/api.js	(from https://templates.iqonic.design/vizion/chatbot/contact-us.html)
20:03:41	17735/17735	---M--	200	added ('OK')	image/jpeg	etag:%224547-5c68708e8627d%22	https://templates.iqonic.design/vizion/chatbot/images/blog/blog-img3.jpg	C:/Users/varun/Documents/Website%20Cloner/My%20AI%20Website%202/templates.iqonic.design/vizion/chatbot/images/blog/blog-img3.jpg	(from https://templates.iqonic.design/vizion/chatbot/blog.html)
20:03:42	33000/33000	---M--	200	added ('OK')	image/jpeg	etag:%2280e8-5c68708e8627d%22	https://templates.iqonic.design/vizion/chatbot/images/blog/blog-img4.jpg	C:/Users/varun/Documents/Website%20Cloner/My%20AI%20Website%202/templates.iqonic.design/vizion/chatbot/images/blog/blog-img4.jpg	(from https://templates.iqonic.design/vizion/chatbot/blog.html)
20:03:42	21866/21866	---M--	200	added ('OK')	image/jpeg	etag:%22556a-5c68708e8627d%22	https://templates.iqonic.design/vizion/chatbot/images/blog/blog-img5.jpg	C:/Users/varun/Documents/Website%20Cloner/My%20AI%20Website%202/templates.iqonic.design/vizion/chatbot/images/blog/blog-img5.jpg	(from https://templates.iqonic.design/vizion/chatbot/blog.html)
20:03:42	22536/22536	---M--	200	added ('OK')	image/jpeg	etag:%225808-5c68708e8627d%22	https://templates.iqonic.design/vizion/chatbot/images/blog/blog-img6.jpg	C:/Users/varun/Documents/Website%20Cloner/My%20AI%20Website%202/templates.iqonic.design/vizion/chatbot/images/blog/blog-img6.jpg	(from https://templates.iqonic.design/vizion/chatbot/blog.html)
20:03:42	2188/2188	---M--	200	added ('OK')	image/jpeg	etag:%2288c-5c68708e8627d%22	https://templates.iqonic.design/vizion/chatbot/images/blog/blog-detail/01.jpg	C:/Users/varun/Documents/Website%20Cloner/My%20AI%20Website%202/templates.iqonic.design/vizion/chatbot/images/blog/blog-detail/01.jpg	(from https://templates.iqonic.design/vizion/chatbot/blog-detail.html)
20:03:43	1811/1811	---M--	200	added ('OK')	image/jpeg	etag:%22713-5c68708e8627d%22	https://templates.iqonic.design/vizion/chatbot/images/blog/blog-detail/02.jpg	C:/Users/varun/Documents/Website%20Cloner/My%20AI%20Website%202/templates.iqonic.design/vizion/chatbot/images/blog/blog-detail/02.jpg	(from https://templates.iqonic.design/vizion/chatbot/blog-detail.html)
20:03:43	1762/1762	---M--	200	added ('OK')	image/jpeg	etag:%226e2-5c68708e8627d%22	https://templates.iqonic.design/vizion/chatbot/images/blog/blog-detail/03.jpg	C:/Users/varun/Documents/Website%20Cloner/My%20AI%20Website%202/templates.iqonic.design/vizion/chatbot/images/blog/blog-detail/03.jpg	(from https://templates.iqonic.design/vizion/chatbot/blog-detail.html)
20:03:43	1993/1993	---M--	200	added ('OK')	image/jpeg	etag:%227c9-5c68708e8627d%22	https://templates.iqonic.design/vizion/chatbot/images/blog/blog-detail/04.jpg	C:/Users/varun/Documents/Website%20Cloner/My%20AI%20Website%202/templates.iqonic.design/vizion/chatbot/images/blog/blog-detail/04.jpg	(from https://templates.iqonic.design/vizion/chatbot/blog-detail.html)
20:03:43	2188/2188	---M--	200	added ('OK')	image/jpeg	etag:%2288c-5c68708e8627d%22	https://templates.iqonic.design/vizion/chatbot/images/blog/blog-detail/05.jpg	C:/Users/varun/Documents/Website%20Cloner/My%20AI%20Website%202/templates.iqonic.design/vizion/chatbot/images/blog/blog-detail/05.jpg	(from https://templates.iqonic.design/vizion/chatbot/blog-detail.html)
20:03:44	58326/58326	---M--	200	added ('OK')	image/jpeg	etag:%22e3d6-5c68708e8627d%22	https://templates.iqonic.design/vizion/chatbot/images/blog/blog-img7.jpg	C:/Users/varun/Documents/Website%20Cloner/My%20AI%20Website%202/templates.iqonic.design/vizion/chatbot/images/blog/blog-img7.jpg	(from https://templates.iqonic.design/vizion/chatbot/blog-detail.html)
